COD_PROGETTO_COMPLESSO;DESCRIZIONE_PROGETTO_COMPLESSO;COD_TIPO_COMPLESSITA;DESCR_TIPO_COMPLESSITA;OC_CODICE_PROGRAMMA;x_CICLO;x_AMBITO;x_PROGRAMMA;QUERY;NOTE
PC01256ARGE17-254-3F/23;NETWORK E DIGITALIZZAZIONE - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01320ARGE17-254-3F/24;BUILDING PROFESSIONAL GROWTH - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00698ARGE15-869/10;SPECIALIZZIAMO IL LAVORO - LINEA 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01224ARGE17-254-3F/25;PERCORSI DI FORMAZIONE PER LO SVILUPPO DELLE RISORSE UMANE - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01182ARSP17-254-3F/1;L'operazione SERVIZI IN QUALITA' prevede 6 percorsi formativi rivolti a 108 allievi. Il fulcro di tali percorsi Ãš la qualitÃ  intesa come concetto che muove agni processo di miglioramento dei servizi offerti.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01183ARSP17-254-3F/2;"L'operazione ""L'accoglienza nelle baie del Levante"" permetterÃ  di dare migliori risposte alla clientela rendendo l'offerta maggiormente qualificata e innovativa , aumentando il potere di attrazione del territorio. Si rivolge in particolare a piccole realtÃ  operanti nell'area delle baie del Levante.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01184ARSP17-254-3F/3;"L'operazione ""Aggiornamento professionale in ambito cooperativo"" Ãš costituita da 6 progetti / interventi di aggiornamento di massimo 40 ore rivolti a dipendenti di cooperative sociali operanti sia nei servizi socio - educativi che in quelli socio - assistenziali.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01216ARGE17-254-3F/29;AGGIORNAMENTO INFORMATICO E GESTIONALE - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01343ARGE17-254-3F/30;H.R. DEVELOPMENT - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00701ARGE15-869/15;QUALIFICAZIONE IN AMBITO IT&ENERGY MANAGEMENT - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01185ARSP17-254-3F/7;"L'operazione ""Innovazione e sostegno al lavoro - SP"" prevede formazione aziendale rivolta a imprese del settore dei servizi nell'ambito territoriale spezzinofinalizzata ad aggiornare le competenze del personale a contatto con il pubblico.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01348ARGE17-254-3F/31;LA FORMAZIONE COME STRUMENTO PER LA RISOLUZIONE DELLE CRITICITA' - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01349ARGE17-254-3F/33;PROGETTARE IL BENESSERE - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01263ARIEFP1821/30;Operatore del benessere (Estetista - Acconciatura)- SP - IEFP TRIENNALE 18/21;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01345ARGE17-254-3F/34;RIORGANIZZAZIONE, DIVERSIFICAZIONE, QUALITA' DEI SERVIZI - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01225ARIEFP1821/31;Operatore della ristorazione (preparazione pasti - servizi di sala e bar) - SP - IEFP TRIENNALI 18/21;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01346ARGE17-254-3F/35;PERFEZIONAMENTO DELLE COMPETENZE LINGUISTICHE DEI DIPENDENTI DI POYRY - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00702ARGE15-869/16;FIGURE PROFESSIONALI PER LE PMI - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01236ARGE17-254-3F/37;FORMAZIONE OPERATORI SOCIALI - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01243ARGE17-254-3F/38;INTERNAZIONALIZZAZIONE DELL'AZIENDA - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01223ARGE17-254-3F/36;CRES.CO - CRESCITA DELLE COMPETENZE - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01338ARGE17-254-3F/39;COOPERAZIONE SOCIALE E SERVIZI PER MIGRANTI -LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01321ARGE17-254-3F/40;INNOVAZIONE E SOSTEGNO AL LAVORO - GE -LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01350ARGE17-254-3F/41;"""SFIDA: STRUMENTI FORMATIVI PER IMPRESE DITTE E AZIENDE""-LINEA B 1";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01339ARGE17-254-3F/43;NUOVE FRONTIERE PER LA PROGETTAZIONE ARCHITETTONICA, IMPIANTISTICA E STRUTTURALE: DAL CAD AL BIM - LINEA B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01237ARIEFP1821/32;Operatore Meccanico - SP - Triennali IeFP 2018/2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01238ARIEFP1821/33;Operatore amministrativo segretariale/ Operatore del legno - SP - IeFP triennali 2018/2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00690AG2016TECNO/1;assistenza tecnica po 14/20;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01239ARIEFP1821/34;Operatore impianti termoidraulici/ Operatore elettrico - SP - IeFP triennali 2018/2021;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00704ARGE15-869/18;PROFESSIONE HOTELLERIE, NON SOLO HOTEL - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01240AG2018TRASF/1;pese di trasferta del personale regionale;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01333ARGE17-992/1;DIGITITAL HUMANITIES-TECNOLOGIE DIGITALI, ARTI,LINGUE, CULTURE E COMUNICAZIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01309SS18VOUCHERNIDO/1;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01409SS18VOUCHERNIDO/2;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00705ARGE15-869/19;TOURISM CAREEREVOLUTION - LINEA 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01310SS18VOUCHERNIDO/3;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01311SS18VOUCHERNIDO/4;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01312SS18VOUCHERNIDO/5;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00713ARGE15-869/28;INNOVAZIONE E SVILUPPO PER LA COMPETITIVITA' DELLE IMPRESE - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01313SS18VOUCHERNIDO/6;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01314SS18VOUCHERNIDO/7;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01323ARGE17-992/2;CORSO DI DTTORATO INGEGNERIA CIVILE, CHIMICA E AMBIENTALE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01329ARGE17-992/3;CORSO DI DOTTORATO IN FISICA E NANOSCIENZE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01316ARGE17-992/4;DOTTORATO IN NEUROSCIENZE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01304ARGE17-992/5;DOTTORATO IN SCIENZE E TECNOLOGIE DELLA CHIMICA E DEI MATERIALI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01351ARGE17-992/6;BIOINGEGNERIA E ROBOTICA (BIOENGIEERING AND ROBOTICS);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01352ARGE17-992/7;EMATO ONCOLOGIA E MEDICINA INTERNA CLINICO-TRASLAZIONALE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01330ARGE17-992/8;CORSO DI DOTTORATO DI RICERCA IN INGEGNERIA DELLE MACCHINE E DEI SISTEMI PER L'ENERGIA, L'AMBIENTE E I TRASPORTI;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01322ARGE17-992/9;CORSO DI DOTTORATO IN INFORMATICA E INGEGNERIA DEI SISTEMI (COMPUTER SCIENCE AND SYSTEMS ENGINEERING;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01306ARGE17-992/10;INGEGNERIA MECCANICA, ENERGETICA E GESTIONALE (PhD IMEG);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00833ARSV15-869/11;Welcome;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01317SS18VOUCHERNIDO/8;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01332SS18VOUCHERNIDO/9;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01347SS18VOUCHERNIDO/10;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01324SS18VOUCHERNIDO/11;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01331SS18VOUCHERNIDO/12;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01340SS18VOUCHERNIDO/13;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01341SS18VOUCHERNIDO/14;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01325SS18VOUCHERNIDO/15;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01326SS18VOUCHERNIDO/16;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01336SS18VOUCHERNIDO/17;Erogazione di Voucher nido di conciliazione e inclusione per la frequenza di nidi d'infanzia per l'anno educativo 2018/2019.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01327ARGE17-992/12;Corso di dottorato in scienze e tecnologie per l'ingegneria elettrica, navale e i sistemi complessi per la mobilitÃ ;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01328ARGE17-992/13;Scienze sociali (XXXIV ciclo);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01308ARGE17-992/14;Scienze e tecnologie per l'ingegneria elettronica e delle comunicazioni (STIET);OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01410ARGE16-1046/5;RICOLLOCARSI E' POSSIBILE-MISURA2-GE2 TIGULLIO;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00711ARGE15-869/26;FORMAZIONE ESPERTI IN SERVIZI AVANZATI PER LE IMPRESE - LINEA 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01412AG2018FORMSPEC/1;Servizio di formazione specialistica per il personale della Regione Liguria e degli O.I. che operano nell'ambito dei P.O. dei fondi SIE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00747ARIEFP1518/10;OPERATORE EDILE - IM - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01424AG2018TUR/1;CompetitivitÃ  e Innovazione:Competenze per il turismo esperienziale  e digitale - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01417AG2018TUR/2;CompetitivitÃ  e innovazione: competenze per il turismo esperenziale e digitale - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01403AG2018TUR/3;Turismo 4.0 - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01418AG2018TUR/4;SMART TOURISM INDUSTRY 4.0 Training  - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00712ARGE15-869/27;FORMAZIONE SPECIALISTICA NEI SERVIZI SOCIO-SANITARI - LINEA 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01425ARGE17-254-3F/46;SVILUPPO DELLE COMPETENZE TECNICHE LINGUISTICHE E COMUNICATIVE DEL PERSONALE DI INFOMASTER E NEXTUP - B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01419AG2018TUR/5;SMART TOURISM INDUSTRY 4.0 Empowering - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01406AG2018TUR/6;Italian Riviera in job;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01420AG2018TUR/7;Discover Italian Riviera - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01437AG2018TUR/8;Nuove competenze per il turismo nella Riviera delle Palme - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01438ARGE17-254-3F/48;RAFFORZAMENTO DELLE  COMPETENZE PROFESSIONALI DEGLI OPERATORI DI STRUTTURE - ATTIVITA' B1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01421AG2018TUR/10;AgriHost e AgriChef Liguria - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01422AG2018TUR/11;Turismo Esperienziale: competenze e scenari di mercato - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01414RLOF18ITS/7;Tecnico superiore per la mobilitÃ  delle persone e delle merci;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01423RLOF18ITS/10;Tecnico superiore per la mobilitÃ  delle persone e delle merci;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01407AG2018TUR/12;Liguria Hospitality tra tradizione e innovazione - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01428AG2018TUR/13;Sistema Turismo - Qualificare l'offerta, strategia per il territorio - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01429AG2018TUR/14;Sistema Turismo - Nuove competenze per nuovi scenari - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00831ARSV15-869/9;B.I.T. Building Innovation Technology;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01426ARIM18-2485/2;METTIAMOCI AL LAVORO!;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01427AG2018TUR/15;Turismo 4.0 sharing, eccellenza e innovazione - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01431AG2018TUR/16;Cucina + - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01430AG2018TUR/19;Welcome on board - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01432AG2018TUR/20;Eat & drink - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00772ARIEFP1619/1;OPERATORE MECCANICO - GE MET - IEFP TRIENNALE 2016-19;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01433AG2018TUR/21;Beach Club 2.0 - Come gestire oggi uno stabilimento balneare - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01435AG2018TUR/22;Sostegno al turismo in Val di Magra - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01439ARSV18-2485/4;Integrare per Crescere - AttivitÃ  in integrazione con la scuola secondaria di secondo grado.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01404AG2018TUR/25;Genova per voi - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01444AG2018TUR/24;TURISMO DOMANI - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01443AG2018TUR/17;Sviluppo turistico nell'entroterra genovese - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00686AG2016STARTUP/1;AttivitÃ  trasversali Start & Growth;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01408AG2018TUR/26;Working tourism - Hotellerie profession - Linea 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01440AG2018TUR/27;Working tourism - Linea 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01442AG2018TUR/28;ProfessionalitÃ  - Turismo;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00687AG2016STARTUP/2;Azione 1 - dall'idea al business plan;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00773ARIEFP1619/2;OPERATORE GRAFICO (Multimedia) - GE MET - IEFP TRIENNALE 2016-19;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00774ARIEFP1619/3;OPERATORE ALLA RIPARAZIONE DEI VEICOLI A MOTORE - GE MET (Quarto) - IEFP TRIENNALE 2016-19;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00835ARSV15-869/13;Piano Savona-Valbormida . Lavoro in turismo -artigianato. Industria tra tradizione e innovazione;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01470ARSV18-1173PROSEC/3;INTEGRARE PER CRESCERE - AttivitÃ  in integrazione con la scuola secondaria di secondo grado;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00748ARIEFP1518/11;OPERATORE DI IMPIANTI TERMOIDRAULICI - IM - IEFP TRIENNALE 2015-18;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01467ARSV18-1173PROSEC/6;INTEGRARE PER CRESCERE - AttivitÃ  in integrazione con la scuola secondaria di secondo grado;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00775ARIEFP1619/4;OPERATORE EDILE/IMP. TERMOIDRAULICI - GE MET - IEFP TRIENNALE 2016-19;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01449ARGE18-1173PROSEC/1;INSERIMENTO LAVORATIVO DI GIOVANI CON DISABILITA' - II ANNO - ATTIVITA' 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01455ARSV18-1052PROSEC/1;GROW TO WORK - AttivitÃ  per l'integrazione socio-lavorativa;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01450ARSV18-1052PROSEC/2;BUILDING TOGETHER - AttivitÃ  professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01473ARGE18-1173PROSEC/3;INTEGRARE PER CRESCERE 2 - II ANNO - ATTIVITA'  3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01448ARGE18-2485/12;INTEGRAZIONE - AZIONE 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01456ARSV18-1052PROSEC/3;LAVORARE...UNA SFIDA PER CRESCERE - AttivitÃ  professionalizzante individualizzata modulare;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01447ARGE18-2485/13;INTEGRARE PER CRESCERE - AZIONE 3;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01451ARSP18-2485/1;L'intervento Rafforzare 4 si rivolge a 17 persone disabili dei distretti sanitari 17,18 e 19 segnalati dall'ASL 5 spezzina. L'intervento Ãš articolato in 3 progetti individuati sulla base delle esigenze di ciascun partecipante.;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00776ARIEFP1619/5;OPERATORE DI IMPIANTI TERMOIDRAULICI - IM - IEFP TRIENNALE 2016-19;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01452ARSP18-2485/3;"Undicesima riproposizione del modello ""accanto"" che continua a mutare forma con l'obiettivo di adattarsi ai mutevoli bisogni espressi dagli istituti scolastici spezzini attraverso la ASL.";OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01471ARGE18-1173PROSEC/4;INCLUDERE PER COMPETERE 2 - II ANNO -ATTIVITA' 2;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00778ARIEFP1619/7;OPERATORE DELLA RISTORAZIONE - SP - IEFP TRIENNALE 2016-16;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01453ARGE18-1052PROSEC/5;L.I.F.E. LAVORO INTEGRAZIONE FORMAZIONE ESPERIENZA - 3Â° ANNO - ATTIVITA' 1;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC01514ARSV18-2128-1F/2;BLUANIA FORMAZIONE;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
PC00777ARIEFP1619/6;OPERATORE EDILE - SV LEV - IEFP TRIENNALE 2016 - 19;OMI;Operazioni multi-intervento;2014IT05SFOP006;2014-2020;FSE;POR LIGURIA FSE;0;
