OC_COD_CICLO;OC_DESCR_CICLO;OC_CODICE_PROGRAMMA;OC_DESCRIZIONE_PROGRAMMA;OC_ARTICOLAZIONE_PROGRAMMA;OC_COD_ARTICOLAZ_PROGRAMMA;OC_DESCR_ARTICOLAZ_PROGRAMMA;OC_SUBARTICOLAZIONE_PROGRAMMA;OC_COD_SUBARTICOLAZ_PROGRAMMA;OC_DESCR_SUBARTICOLAZ_PROGRAMMA;QUERY;NOTE
1;Ciclo di programmazione 2007-2013;2012MISE1PAC22;PAC - MISE - DGIAI - IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;LINEA;20004;Assistenza Tecnica;AZIONE;79001;Assistenza Tecnica;0;
1;Ciclo di programmazione 2007-2013;2012MIURXPAC21;PAC - MIUR;LINEA;20002;Ricerca e innovazione;AZIONE;70001;Potenziamento strutturale;0;
1;Ciclo di programmazione 2007-2013;2012MISE1PAC31;PAC MISE ÃÂ¿ DGIAI ÃÂ¿ NUOVE AZIONI E MISURE ANTICICLICHE;LINEA;31001;Misure anticicliche;AZIONE;70001;Agevolazioni de minimis per micro e piccole aziend;0;
1;Ciclo di programmazione 2007-2013;2012MISE1PAC31;PAC MISE ÃÂ¿ DGIAI ÃÂ¿ NUOVE AZIONI E MISURE ANTICICLICHE;LINEA;31001;Misure anticicliche;AZIONE;70002;Agevolazioni de minimis per micro e piccole aziend;0;
1;Ciclo di programmazione 2007-2013;2012MISE1PAC31;PAC MISE ÃÂ¿ DGIAI ÃÂ¿ NUOVE AZIONI E MISURE ANTICICLICHE;LINEA;31001;Misure anticicliche;AZIONE;70003;Agevolazioni de minimis per micro e piccole aziend;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO006;PON CONV FESR RICERCA E COMPETITIVITÀ;ASSE;03;Asse 3 - Assistenza tecnica ed attività  di accompagnamento;OBIETTIVO SPECIFICO;001;Rafforzamento dell'efficienza, dell'efficacia e de;0;
2;Ciclo di programmazione 2014-2020;2014IT16M2OP005;PON FESR FSE RICERCA E INNOVAZIONE;ASSE;III;ASSISTENZA TECNICA;OBIETTIVO SPECIFICO;III.1;Accrescere l'efficacia, l'efficienza e la qualitÃ ;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO006:::2012MISE1PAC22;PON CONV FESR RICERCA E COMPETITIVITÀ:::PAC - MISE - DGIAI - IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;ASSE:::LINEA;03:::20004;Asse 3 - Assistenza tecnica ed attività  di accompagnamento:::Assistenza Tecnica;OBIETTIVO SPECIFICO:::AZIONE;001:::79001;Rafforzamento dell'efficienza, dell'efficacia e della qualità  degli interventi, nonché delle connesse attività  di monitoraggio, valutazione e controllo.:::Assistenza Tecnica;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO001;POIN CONV FESR ATTRATTORI CULTURALI, NATURALI E TURISMO;ASSE;02;II-Comp.tà imprese settore turist. cultur. amb. Reg. Conv;OBIETTIVO SPECIFICO;II.1;Rafforzare il sistema delle imprese turistiche e d;0;
1;Ciclo di programmazione 2007-2013;2014ACTXXPAC00;PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;LINEA;33001;Nuovi progetti;AZIONE;139E3;Nuovi progetti;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;116;Regione Campania;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;117;Regione Puglia;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;13;Regione Lombardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;01:::32001;Azioni di supporto all'attuazione del QSN e del PON:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;I.6:::139001;Azioni per il miglioramento dell'informazione statistica.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;01:::32001;Azioni di supporto all'attuazione del QSN e del PON:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;I.1:::139001;Supporto tecnico e organizzativo all'attuazione del QSN e del PON.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;02:::32001;Azioni per il rafforzamento delle pubbliche amministrazioni:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;II.1:::139001;Supporto alla progettazione.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;01:::32001;Azioni di supporto all'attuazione del QSN e del PON:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;I.3:::139001;Potenziamento del Sistema Nazionale di Valutazione.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA;ASSE;01;Azioni di supporto all'attuazione del QSN e del PON;OBIETTIVO SPECIFICO;I.2;Valutazione del QSN e del PON.;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA;ASSE;01;Azioni di supporto all'attuazione del QSN e del PON;OBIETTIVO SPECIFICO;I.1;Supporto tecnico e organizzativo all'attuazione de;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;01:::32001;Azioni di supporto all'attuazione del QSN e del PON:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;I.2:::139001;Valutazione del QSN e del PON.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;12;Regione Valle d'Aosta;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA;ASSE;01;Azioni di supporto all'attuazione del QSN e del PON;OBIETTIVO SPECIFICO;I.5;Informazione e pubblicità  del PON e del QSN.;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;01:::32001;Azioni di supporto all'attuazione del QSN e del PON:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;I.5:::139001;Informazione e pubblicità  del PON e del QSN.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;02:::32001;Azioni per il rafforzamento delle pubbliche amministrazioni:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;II.3:::139001;Azioni di gemellaggio.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO002;POIN CONV FESR ENERGIE RINNOVABILI E RISPARMIO ENERGETICO;ASSE;03;Asse III Assistenza Tecnica e azioni di accompagnamento;OBIETTIVO SPECIFICO;3.3;Rafforzamento della capacità  strategica e di comu;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO002;POIN CONV FESR ENERGIE RINNOVABILI E RISPARMIO ENERGETICO;ASSE;03;Asse III Assistenza Tecnica e azioni di accompagnamento;OBIETTIVO SPECIFICO;3.1;Approfondire l'analisi del potenziale sfruttabile;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;110;Regione Marche;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003:::2014ACTXXPAC00;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA:::PROGRAMMA PAC COMPLEMENTARE PON GOVERNANCE E ASSISTENZA TECNICA;ASSE:::LINEA;02:::32001;Azioni per il rafforzamento delle pubbliche amministrazioni:::Progetti in salvaguardia;OBIETTIVO SPECIFICO:::AZIONE;II.4:::139001;Rafforzamento delle strutture operative e delle competenze nella Pubblica Amministrazione.:::Progetti in salvaguardia;0;
1;Ciclo di programmazione 2007-2013;2007PU001FA010;PRA - PUGLIA;LINEA;71;Aree urbane;AZIONE;711;Sviluppo urbano;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;22;Infrastrutture stradali;AZIONE;221;Infrastrutture stradali;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;111;Infrastrutture di interesse turistico Delibera 88-2012;AZIONE;1112;Completamento e rafforzamento pacchetti turistici;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;81;Aree Urbane;AZIONE;811;Piano di sviluppo e coesione della città di Potenz;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;81;Aree Urbane;AZIONE;812;Piano di sviluppo e coesione della città di Matera;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;71;Sanità;AZIONE;713;Ospedale unico per Acuti - Lagonegro;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;71;Sanità;AZIONE;711;Adeguamento sismico di alcuni padiglioni ospitanti;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;71;Sanità;AZIONE;712;Interventi infrastrutturali;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;91;Sostegno alle scuole;AZIONE;911;Programma per la messa in sicurezza e migliorament;0;
2;Ciclo di programmazione 2014-2020;2014IT16M2OP005;PON FESR FSE RICERCA E INNOVAZIONE;ASSE;II;PROGETTI TEMATICI;OBIETTIVO SPECIFICO;1;L'obiettivo specifico corrispondente alla prioritÃ;0;
2;Ciclo di programmazione 2014-2020;2014IT16M2OP005;PON FESR FSE RICERCA E INNOVAZIONE;ASSE;I;INVESTIMENTI IN CAPITALE UMANO;OBIETTIVO SPECIFICO;1;Innalzare il profilo di conoscenze e competenze po;0;
1;Ciclo di programmazione 2007-2013;2007IT004FAMA1;P.N.A. INTERVENTI DI RISANAMENTO AMBIENTALE;LINEA;19;Interventi di risanamento ambientale Regione Veneto;AZIONE;191;AP per la mitigazione del rischio idrogeologico Re;0;
2;Ciclo di programmazione 2014-2020;2018POFSCBO;PATTO PER LO SVILUPPO CITTA' DI BOLOGNA;SETTORE STRATEGICO;2;Ambiente;ASSE TEMATICO;5;Cambiamento climatico, prevenzione e gestione dei;0;
2;Ciclo di programmazione 2014-2020;2018POFSCBO;PATTO PER LO SVILUPPO CITTA' DI BOLOGNA;SETTORE STRATEGICO;1;Infrastrutture;ASSE TEMATICO;10;Infrastrutture pubbliche, didattiche/universitarie;0;
2;Ciclo di programmazione 2014-2020;2018POFSCBO;PATTO PER LO SVILUPPO CITTA' DI BOLOGNA;SETTORE STRATEGICO;4;Turismo, cultura e valorizzazione risorse naturali;ASSE TEMATICO;1;Sviluppo del turismo;0;
2;Ciclo di programmazione 2014-2020;2018POFSCBO;PATTO PER LO SVILUPPO CITTA' DI BOLOGNA;SETTORE STRATEGICO;1;Infrastrutture;ASSE TEMATICO;1;Infrastrutture di trasporto ferroviario e stradale;0;
2;Ciclo di programmazione 2014-2020;2018POFSCBO;PATTO PER LO SVILUPPO CITTA' DI BOLOGNA;SETTORE STRATEGICO;1;Infrastrutture;ASSE TEMATICO;9;Infrastrutture pubbliche, didattiche/universitarie;0;
2;Ciclo di programmazione 2014-2020;2018POFSCBO;PATTO PER LO SVILUPPO CITTA' DI BOLOGNA;SETTORE STRATEGICO;4;Turismo, cultura e valorizzazione risorse naturali;ASSE TEMATICO;2;Valorizzazione del patrimonio culturale;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;121;Interventi nel settore della ricerca e sviluppo;AZIONE;1213;Metodologie e tecnologie innovative per la competi;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;61;Promozione d'impresa;AZIONE;611;Contratti di sviluppo a regia nazionale;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;61;Promozione d'impresa;AZIONE;612;Interventi di reindustrializzzazione con contratti;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;15;Regione Trentino Alto Adige;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;113;Regione Abruzzo;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;22;Interventi di compensazione ambientale e bonifica;AZIONE;221;Interventi di compensazione ambientale e bonifica;0;
1;Ciclo di programmazione 2007-2013;2007SA002FA016;PRA - SARDEGNA;LINEA;6213;6.2.1.C. Interventi per il riuso delle acque reflue depurate;AZIONE;6213;Interventi per il riuso acque reflue;0;
1;Ciclo di programmazione 2007-2013;2007SA002FA016;PRA - SARDEGNA;LINEA;3111;3.1.1.A. Interventi diretti a rimuovere le situazioni a più elevato rischio idrogeologico (frane e versanti);AZIONE;31111;Mitigazione rischio idrogeologico;0;
1;Ciclo di programmazione 2007-2013;2012CAXXXPAC00;PAC CAMPANIA;LINEA;33001;Nuove Azioni;AZIONE;90005;Azioni per dare continuità all'attuazione del Pian;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;81;Delibera CIPE 156/2012 - Programmazione risorse residue FSC 2007-2013;AZIONE;811;Riqualificazione Ambientale;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;61;Delibera CIPE 60/2012;AZIONE;611;Settore idrico depurazione;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;21;Azione gestoria del ciclo dei rifiuti;AZIONE;2118;Interventi finalizzati al ciclo integrato dei rifi;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;51;Delibera CIPE 8/12 - Frane e Versanti;AZIONE;511;Interventi di prevenzione e mitigazione dei rischi;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;32;Delibera CIPE 62/2011 - Infrastrutture strategiche regionali e interregionali;AZIONE;323;"APQ ""Sistemi di Mobilità - Atto aggiuntivo""";0;
1;Ciclo di programmazione 2007-2013;2012CAXXXPAC00;PAC CAMPANIA;LINEA;33001;Nuove Azioni;AZIONE;20002;Metropolitana: chiusura anello Linea 1 Aversa-Aero;0;
1;Ciclo di programmazione 2007-2013;2012CAXXXPAC00;PAC CAMPANIA;LINEA;10001;Acquisto materiale rotabile;AZIONE;20001;Acquisto materiale rotabile;0;
2;Ciclo di programmazione 2014-2020;2014IT16RFOP001;PON FESR CULTURA E SVILUPPO;ASSE;I;RAFFORZAMENTO DELLE DOTAZIONI CULTURALI;OBIETTIVO SPECIFICO;6c.1;Miglioramento delle condizioni e degli standard di;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;23;Ferrovie;AZIONE;231;Ferrovie;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;11;Sistema Universitario Basilicata;AZIONE;111;Università degli Studi della Basilicata;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;41;Delibera CIPE 60/2012;AZIONE;411;Settore idrico depurazione;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;41;Delibera CIPE 60/2012;AZIONE;412;Settore idrico collettamento;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;111;Infrastrutture di interesse turistico Delibera 88-2012;AZIONE;1111;Monitoraggio del patrimonio naturalistico ai fini;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;31;Delibera Cipe 8/2012 Frane e versanti;AZIONE;311;Interventi di prevenzione e mitigazione dei rischi;0;
1;Ciclo di programmazione 2007-2013;2007BA001FA012;PRA - BASILICATA;LINEA;51;Delibera CIPE 87/2012 - manutenzione straordinaria del territorio;AZIONE;511;Settore bonifiche;0;
1;Ciclo di programmazione 2007-2013;2012MISE1PAC31;PAC MISE ÃÂ¿ DGIAI ÃÂ¿ NUOVE AZIONI E MISURE ANTICICLICHE;LINEA;33001;Nuove azioni;AZIONE;70001;Contratti di programma Imprese manifatturiere dell;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO002:::2012MISE1PAC31;POIN CONV FESR ENERGIE RINNOVABILI E RISPARMIO ENERGETICO:::PAC MISE ÃÂ¿ DGIAI ÃÂ¿ NUOVE AZIONI E MISURE ANTICICLICHE;ASSE:::LINEA;02:::33001;Asse II Efficienza energetica ed ottimizzazione del sistema:::Nuove azioni;OBIETTIVO SPECIFICO:::AZIONE;2.1:::70001;Identificare e realizzare modelli di intervento integrati o di filiera per l'efficienza energetica per l'efficienza energetica.:::Contratti di programma Imprese manifatturiere della regione Campania;0;
1;Ciclo di programmazione 2007-2013;2007SA002FA016;PRA - SARDEGNA;LINEA;4113;4.1.1.C. Realizzazione e potenziamento di centri di eccellenza per la diffusione della cultura dell'innovazione e dell'impresa;AZIONE;41131;Centri di eccellenza per le imprese;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;21;Poli Museali del Mezzogiorno;AZIONE;212;Polo Museale della Basilicata;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;21;Poli Museali del Mezzogiorno;AZIONE;211;Polo Museale della Campania;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;11;Poli Museali Centro Nord;AZIONE;111;Polo Museale della Lombardia;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;21;Poli Museali del Mezzogiorno;AZIONE;214;Polo Museale della Puglia;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;21;Poli Museali del Mezzogiorno;AZIONE;213;Polo Museale della Sardegna;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;21;Poli Museali del Mezzogiorno;AZIONE;215;Polo Museale di Palermo;0;
1;Ciclo di programmazione 2007-2013;2007IT004FABC1;P.A. SEDI MUSEALI DI RILIEVO NAZIONALE;LINEA;11;Poli Museali Centro Nord;AZIONE;112;Polo Museale del Veneto;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;71;Delibera CIPE 87/2012 - Manutenzione straordinaria del territorio;AZIONE;712;"APQ ""Infrastruttura forestale regionale - Atto int";0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;72;Delibera CIPE n. 70/2015 - Riassegnazione risorse FSC 2007-13 alle regioni nell'ambito della programmazione 2014-2020;AZIONE;271;"CMFS APQ ""Infrastruttura forestale regionale - II";0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;21;Azione gestoria del ciclo dei rifiuti;AZIONE;2115;Impiantistica da realizzarsi nella  provincia di N;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;32;Delibera CIPE 62/2011 - Infrastrutture strategiche regionali e interregionali;AZIONE;321;APQ Sistemi di mobilità;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO002;POIN CONV FESR ENERGIE RINNOVABILI E RISPARMIO ENERGETICO;ASSE;01;Asse I Produzione di energia da fonti rinnovabili;OBIETTIVO SPECIFICO;1.3;Identificare e realizzare interventi sperimentali;0;
1;Ciclo di programmazione 2007-2013;2007IT005FAMAC;PGN MATTM  COMPENSAZIONI AMBIENTALI REGIONE CAMPANIA;LINEA;2;Rimozione degli abbandoni incontrollati di rifiuti, messa in sicurezza e bonifica di vecchie discariche- bonifica dei siti inquinati;AZIONE;2;Bonifiche;0;
1;Ciclo di programmazione 2007-2013;2007IT005FAMAC;PGN MATTM  COMPENSAZIONI AMBIENTALI REGIONE CAMPANIA;LINEA;1;Potenziamento delle strutture relative al ciclo delle acque;AZIONE;1;Acque;0;
1;Ciclo di programmazione 2007-2013;2007IT005FAMAC;PGN MATTM  COMPENSAZIONI AMBIENTALI REGIONE CAMPANIA;LINEA;3;Progettazione ed assistenza tecnica;AZIONE;3;Progettazione ed assistenza tecnica;0;
2;Ciclo di programmazione 2014-2020;2017POCRICERCA1;POC RICERCA;ASSE TEMATICO;25;;LINEA-AZIONE;2;;0;
1;Ciclo di programmazione 2007-2013;2012MIURXPAC21;PAC - MIUR;LINEA;20004;Ricerca;AZIONE;70003;CLUSTER TECNOLOGICI NAZIONALI;0;
2;Ciclo di programmazione 2014-2020;2014IT16M2OP005:::2017POCRICERCA1;PON FESR FSE RICERCA E INNOVAZIONE:::POC RICERCA;ASSE;II;PROGETTI TEMATICI;OBIETTIVO SPECIFICO;1;L'obiettivo specifico corrispondente alla prioritÃ;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;21;Azione gestoria del ciclo dei rifiuti;AZIONE;2121;ATTUAZIONE PIANO STRAORDINARIO ART 45 L.R.14/2016;0;
1;Ciclo di programmazione 2007-2013;2012CAXXXPAC00;PAC CAMPANIA;LINEA;31001;Misure Anticicliche;AZIONE;70007;7. Interventi di rilancio di aree colpite da crisi;0;
1;Ciclo di programmazione 2007-2013;2007CA001FA009;PRA - CAMPANIA;LINEA;12;Delibera Cipe 78/11 - Infrastrutture strategiche regionali;AZIONE;122;CACS - APQ  Ricostruzione Citta della Scienza;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;114;Regione Molise;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;19;Regione Toscana;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO003;PON CONV FESR GOVERNANCE E ASSISTENZA TECNICA;ASSE;02;Azioni per il rafforzamento delle pubbliche amministrazioni;OBIETTIVO SPECIFICO;II.4;Rafforzamento delle strutture operative e delle co;0;
1;Ciclo di programmazione 2007-2013;2012CAXXXPAC00;PAC CAMPANIA;LINEA;31001;Misure Anticicliche;AZIONE;50005;5. Potenziamento istruzione tecnica e professional;0;
1;Ciclo di programmazione 2007-2013;2012CAXXXPAC00;PAC CAMPANIA;LINEA;33001;Nuove Azioni;AZIONE;1E5;Forum delle culture, Teatro San Carlo, Fondazione;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO006;PON CONV FESR RICERCA E COMPETITIVITÀ;ASSE;01;Asse 1 -Sostegno ai mutamenti  strutturali;OBIETTIVO SPECIFICO;003;Reti per il rafforzamento del potenziale scientifi;0;
1;Ciclo di programmazione 2007-2013;2007SA002FA016;PRA - SARDEGNA;LINEA;5111;5.1.1.A. Piano Sulcis - Interventi infrastrutturali;AZIONE;51113;Interventi per il sistema portuale turistico;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;18;Regione Emilia Romagna;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;4;La scuola italiana per EXPO;AZIONE;41;Azioni formative;0;
2;Ciclo di programmazione 2014-2020;2019AGCOEFSC001;PIANO OPERATIVO RAFFORZAMENTO CONTI PUBBLICI TERRITORIALI;SETTORE STRATEGICO;6;Rafforzamento PA;ASSE TEMATICO;1;Capacità  istituzionale ed efficienza delle pubbli;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;1;Expo nei territori;AZIONE;112;Regione Sardegna;0;
1;Ciclo di programmazione 2007-2013;2007IT001FA003;PNA DA EXPO AI TERRITORI;LINEA;8;Azioni di supporto per l'attuazione dell'accordo di programma quadro;AZIONE;81;Assistenza tecnica;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO006;PON CONV FESR RICERCA E COMPETITIVITÀ;ASSE;02;Asse 2 - Sostegno all'innovazione;OBIETTIVO SPECIFICO;002;Miglioramento del mercato dei capitali.;0;
1;Ciclo di programmazione 2007-2013;2007IT161PO006;PON CONV FESR RICERCA E COMPETITIVITÀ;ASSE;01;Asse 1 -Sostegno ai mutamenti  strutturali;OBIETTIVO SPECIFICO;002;Aree tecnologico-produttive per la competitività ;0;
1;Ciclo di programmazione 2007-2013;2012MISE1PAC22;PAC - MISE - DGIAI - IMPRESE, DOMANDA PUBBLICA E PROMOZIONE;LINEA;20003;Imprese;AZIONE;70002;Progetti di innovazione industriale;0;
1;Ciclo di programmazione 2007-2013;2007IT004FAMA1;P.N.A. INTERVENTI DI RISANAMENTO AMBIENTALE;LINEA;11;Interventi di risanamento ambientale Regione Emilia Romagna;AZIONE;111;AP per la mitigazione del rischio idrogeologico  R;0;
1;Ciclo di programmazione 2007-2013;2007EM002FA002;P.A. FAS EMILIA ROMAGNA;LINEA;223;Interventi per il recupero economico produttivo dei siti industriali inquinati di interesse nazionale. Bonifica e ripristino ambientale del sito di Fidenza;AZIONE;223;Interventi per il recupero economico produttivo de;0;
1;Ciclo di programmazione 2007-2013;2007SA002FA016;PRA - SARDEGNA;LINEA;6211;6.2.1.A. Interventi per il servizio idrico integrato - Comparto idrico;AZIONE;62111;Interventi su condotte idriche e potabilizzatori;0;
1;Ciclo di programmazione 2007-2013;2007EM002FA002;P.A. FAS EMILIA ROMAGNA;LINEA;611;Assistenza tecnica, Sorveglianza ed informazione;AZIONE;611;Assistenza tecnica, Sorveglianza ed informazione;0;
1;Ciclo di programmazione 2007-2013;2007EM002FA002;P.A. FAS EMILIA ROMAGNA;LINEA;511;V.A.1 Azioni integrate per la la diffusione di servizi avanzati di qualità, il miglioramento della qualità della vita, e il collegamento con le reti materiali e immateriali;AZIONE;511;V.A.1 Azioni integrate per la la diffusione di ser;0;
